Justin_Gatlin_0002.jpg, 1
Pierre_Van_Hooijdonk_0001.jpg, 1
Tom_Ridge_0013.jpg, 1
Patricia_Russo_0001.jpg, 0
Lee_Nam-shin_0001.jpg, 1
Jeong_Se-hyun_0004.jpg, 1
Paul_McCartney_0005.jpg, 1
Alicia_Silverstone_0002.jpg, 0
Stephane_Delajoux_0001.jpg, 1
Latrell_Sprewell_0002.jpg, 1
Vanessa_Laine_0001.jpg, 0
James_Young_0001.jpg, 1
Tomas_Malik_0001.jpg, 1
George_W_Bush_0253.jpg, 1
Zakia_Hakki_0001.jpg, 0
Nina_Jacobson_0001.jpg, 0
Jean_Charest_0014.jpg, 1
Debra_Brown_0002.jpg, 0
Norah_Jones_0002.jpg, 0
Nicholoas_DiMarzio_0001.jpg, 1
Jean_Chretien_0044.jpg, 1
Marina_Silva_0001.jpg, 0
Richard_Gere_0007.jpg, 1
Hosni_Mubarak_0002.jpg, 1
Bruno_Junquiera_0001.jpg, 1
Justin_Timberlake_0003.jpg, 1
Sam_Torrance_0002.jpg, 1
Richard_Tubb_0001.jpg, 1
Judi_Dench_0001.jpg, 0
Paul_Bremer_0012.jpg, 1
Joan_Laporta_0007.jpg, 1
Colin_Powell_0005.jpg, 1
Albert_Costa_0001.jpg, 1
Patrick_Dennehy_0001.jpg, 1
Saeed_Mortazavi_0001.jpg, 1
Clint_Eastwood_0002.jpg, 1
Ariel_Sharon_0051.jpg, 1
Gene_Robinson_0005.jpg, 1
Dennis_Kucinich_0007.jpg, 1
Tia_Mowry_0001.jpg, 0
Derek_Parra_0001.jpg, 1
Erwin_Mapasseng_0001.jpg, 1
Craig_David_0001.jpg, 1
David_Wells_0002.jpg, 1
Ana_Guevara_0006.jpg, 0
John_Bolton_0001.jpg, 1
Kweisi_Mfume_0001.jpg, 1
Tim_Duncan_0004.jpg, 1
Kofi_Annan_0015.jpg, 1
Maria_Wetterstrand_0001.jpg, 0
Colin_Powell_0235.jpg, 1
John_Ashcroft_0002.jpg, 1
George_W_Bush_0331.jpg, 1
Priscilla_Owen_0001.jpg, 0
Larry_Tanenbaum_0001.jpg, 1
Michael_Bloomberg_0010.jpg, 1
Jim_Wong_0001.jpg, 1
Edie_Falco_0002.jpg, 0
Adrien_Brody_0009.jpg, 1
Bulent_Ecevit_0004.jpg, 1
Arminio_Fraga_0001.jpg, 1
Gloria_Macapagal_Arroyo_0019.jpg, 0
Jong_Wook_Lee_0004.jpg, 1
Gregg_Popovich_0005.jpg, 1
George_Lopez_0002.jpg, 1
Alejandro_Gonzalez_Inarritu_0001.jpg, 1
Paige_Fitzgerald_0001.jpg, 0
